timestamps,CAN1.OBD2.S01PID11_ThrottlePosition
183.3338,17.6472
183.4731,17.6472
183.4813,17.6472
183.49355,17.6472
183.51455,17.6472
183.53455,17.6472
183.67385,17.6472
183.69435,17.6472
183.7149,17.6472
183.73535,17.6472
183.87485,17.6472
183.89565,17.6472
183.91565,17.6472
183.93255,17.6472
184.01395,17.6472
184.0754,17.6472
184.09595,17.6472
184.1126,17.6472
184.1328,17.6472
184.27235,17.6472
184.2926,17.6472
184.304,17.6472
184.31305,17.6472
184.33355,17.6472
184.4729,17.6472
184.49335,17.6472
184.5058,17.6472
184.51385,17.6472
184.5343,17.6472
184.6736,17.6472
184.6943,17.6472
184.71465,17.6472
184.7351,17.6472
184.87445,17.6472
184.8949,17.6472
184.91565,17.6472
184.9359,17.6472
185.01375,17.6472
185.0752,17.6472
185.0957,17.6472
185.11205,17.6472
185.1327,17.6472
185.27595,17.6472
185.2926,17.6472
185.3042,17.6472
185.31285,17.6472
185.3333,17.6472
185.47265,17.6472
185.49335,17.6472
185.5136,17.6472
185.53,17.6472
185.5341,17.6472
185.67365,17.6472
185.6939,17.6472
185.71435,17.6472
185.7351,17.6472
185.87445,17.6472
185.89465,17.6472
185.91515,17.6472
185.93565,17.6472
186.01365,17.6472
186.07495,17.6472
186.09545,17.6472
186.1162,17.6472
186.13245,17.6472
186.2757,17.6472
186.29245,17.6472
186.30435,17.6472
186.3126,17.6472
186.3331,17.6472
186.4724,17.6472
186.49285,17.6472
186.5134,17.6472
186.5341,17.6472
186.55435,17.6472
186.6733,17.6472
186.69365,17.6472
186.7141,17.6472
186.73465,17.6472
186.87395,17.6472
186.89445,17.6472
186.91495,17.6472
186.9354,17.6472
187.01325,17.6472
187.0747,17.6472
187.0952,17.6472
187.1161,17.6472
187.1362,17.6472
187.2755,17.6472
187.29595,17.6472
187.30455,17.6472
187.31235,17.6472
187.333,17.6472
187.4765,17.6472
187.49265,17.6472
187.5134,17.6472
187.5336,17.6472
187.57895,17.6472
187.6729,17.6472
187.6936,17.6472
187.71395,17.6472
187.7344,17.6472
187.87375,17.6472
187.89445,17.6472
187.9147,17.6472
187.9352,17.6472
188.01305,17.6472
188.0745,17.6472
188.095,17.6472
188.11545,17.6472
188.1362,17.6472
188.27565,17.6472
188.29575,17.6472
188.30475,17.6472
188.31625,17.6472
188.3326,17.6472
188.476,17.6472
188.4926,17.6472
188.51315,17.6472
188.53335,17.6472
188.60305,17.6472
188.67275,17.6472
188.69335,17.6472
188.7137,17.6472
188.73415,17.6472
188.8735,17.6472
188.89395,17.6472
188.91445,17.6472
188.9353,17.6472
189.0128,17.6472
189.07425,17.6472
189.09475,17.6472
189.1152,17.6472
189.1357,17.6472
189.275,17.6472
189.2955,17.6472
189.30495,17.6472
189.316,17.6472
189.33285,17.6472
189.4758,17.6472
189.4963,17.6472
189.5127,17.6472
189.53315,17.6472
189.62755,17.6472
189.6727,17.6472
189.69295,17.6472
189.71345,17.6472
189.73395,17.6472
189.87325,17.6472
189.8938,17.6472
189.9142,17.6472
189.9347,17.6472
190.01255,17.6472
190.074,17.6472
190.0945,17.6472
190.11545,17.6472
190.1355,17.6472
190.2748,17.6472
190.29525,17.6472
190.3051,17.6472
190.31575,17.6472
190.33625,17.6472
190.47555,17.6472
190.49605,17.6472
190.51245,17.6472
190.53295,17.6472
190.6525,17.6472
190.6763,17.6472
190.69295,17.6472
190.71325,17.6472
190.7337,17.6472
190.873,17.6472
190.89355,17.6472
190.91415,17.6472
190.9345,17.6472
191.01645,17.6472
191.07375,17.6472
191.0943,17.6472
191.11475,17.6472
191.1355,17.6472
191.27455,17.6472
191.295,17.6472
191.3053,17.6472
191.31555,17.6472
191.336,17.6472
191.4753,17.6472
191.4958,17.6472
191.5165,17.6472
191.53265,17.6472
191.6761,17.6472
191.67635,17.6472
191.6925,17.6472
191.713,17.6472
191.73345,17.6472
191.8728,17.6472
191.8934,17.6472
191.91375,17.6472
191.93425,17.6472
192.0162,17.6472
192.07355,17.6472
192.0943,17.6472
192.1145,17.6472
192.135,17.6472
192.2743,17.6472
192.2948,17.6472
192.3055,17.6472
192.31545,17.6472
192.33575,17.6472
192.4751,17.6472
192.49555,17.6472
192.5162,17.6472
192.53655,17.6472
192.67585,17.6472
192.69635,17.6472
192.7006,17.6472
192.7128,17.6472
192.7332,17.6472
192.87665,17.6472
192.89335,17.6472
192.91385,17.6472
192.934,17.6472
193.01595,17.6472
193.0733,17.6472
193.0938,17.6472
193.1143,17.6472
193.13475,17.6472
193.2741,17.6472
193.29485,17.6472
193.30565,17.6472
193.31505,17.6472
193.33555,17.6472
193.47485,17.6472
193.49535,17.6472
193.5158,17.6472
193.5363,17.6472
193.67585,17.6472
193.69635,17.6472
193.7166,17.6472
193.7248,17.6472
193.733,17.6472
193.8764,17.6472
193.89285,17.6472
193.9133,17.6472
193.93375,17.6472
194.01575,17.6472
194.0733,17.6472
194.0936,17.6472
194.11405,17.6472
194.13455,17.6472
194.27385,17.6472
194.2943,17.6472
194.30585,17.6472
194.31485,17.6472
194.3353,17.6472
194.4746,17.6472
194.49525,17.6472
194.5156,17.6472
194.5361,17.6472
194.67535,17.6472
194.69585,17.6472
194.71635,17.6472
194.733,17.6472
194.7491,17.6472
194.87615,17.6472
194.8967,17.6472
194.91335,17.6472
194.93355,17.6472
195.01575,17.6472
195.0731,17.6472
195.09335,17.6472
195.1138,17.6472
195.13455,17.6472
195.27365,17.6472
195.2941,17.6472
195.30605,17.6472
195.31485,17.6472
195.33505,17.6472
195.47435,17.6472
195.49485,17.6472
195.5156,17.6472
195.53585,17.6472
195.6754,17.6472
195.69565,17.6472
195.7161,17.6472
195.7366,17.6472
195.7735,17.6472
195.87595,17.6472
195.8967,17.6472
195.91285,17.6472
195.93335,17.6472
196.01525,17.6472
196.0767,17.6472
196.0931,17.6472
196.11365,17.6472
196.13405,17.6472
196.2734,17.6472
196.29385,17.6472
196.3062,17.6472
196.31435,17.6472
196.33505,17.6472
196.4743,17.6472
196.49465,17.6472
196.5151,17.6472
196.5356,17.6472
196.6749,17.6472
196.6954,17.6472
196.7159,17.6472
196.73635,17.6472
196.79785,17.6472
196.8757,17.6472
196.8962,17.6472
196.9167,17.6472
196.93305,17.6472
197.015,17.6472
197.07645,17.6472
197.09695,17.6472
197.11335,17.6472
197.134,17.6472
197.27315,17.6472
197.2939,17.6472
197.30645,17.6472
197.31415,17.6472
197.3346,17.6472
197.4739,17.6472
197.4944,17.6472
197.51505,17.6472
197.5354,17.6472
197.67495,17.6472
197.69515,17.6472
197.71565,17.6472
197.7361,17.6472
197.82295,17.6472
197.87545,17.6472
197.89595,17.6472
197.91645,17.6472
197.93715,17.6472
198.0148,17.6472
198.07635,17.6472
198.0967,17.6472
198.11315,17.6472
198.1336,17.6472
198.277,17.6472
198.2934,17.6472
198.3066,17.6472
198.31415,17.6472
198.33435,17.6472
198.47365,17.6472
198.4942,17.6472
198.51465,17.6472
198.53515,17.6472
198.67445,17.6472
198.6949,17.6472
198.7154,17.6472
198.73605,17.6472
198.84655,17.6472
198.8752,17.6472
198.89575,17.6472
198.9162,17.6472
198.93685,17.6472
199.01455,17.6472
199.076,17.6472
199.09645,17.6472
199.113,17.6472
199.13775,17.6472
199.27675,17.6472
199.29315,17.6472
199.3068,17.6472
199.31365,17.6472
199.3341,17.6472
199.47345,17.6472
199.49395,17.6472
199.5144,17.6472
199.5349,17.6472
199.6742,17.6472
199.6947,17.6472
199.7152,17.6472
199.73565,17.6472
199.8709,17.6472
199.875,17.6472
199.8955,17.6472
199.9162,17.6472
199.9367,17.6472
200.0143,17.6472
200.07575,17.6472
200.09625,17.6472
200.11675,17.6472
200.13315,17.6472
200.27655,17.6472
200.297,17.6472
200.307,17.6472
200.3134,17.6472
200.3339,17.6472
200.4773,17.6472
200.4937,17.6472
200.5144,17.6472
200.5349,17.6472
200.674,17.6472
200.7151,17.6472
200.7354,17.6472
200.87475,17.6472
200.89525,17.6472
200.8955,17.6472
200.916,17.6472
200.93625,17.6472
201.0141,17.6472
201.07555,17.6472
201.096,17.6472
201.1165,17.6472
201.137,17.6472
201.2763,17.6472
201.29705,17.6472
201.30715,17.6472
201.31725,17.6472
201.3337,17.6472
201.4773,17.6472
201.4977,17.6472
201.51395,17.6472
201.53445,17.6472
201.67375,17.6472
201.6942,17.6472
201.7147,17.6472
201.7352,17.6472
201.8745,17.6472
201.89525,17.6472
201.9155,17.6472
201.9196,17.6472
202.01385,17.6472
202.0753,17.6472
202.0958,17.6472
202.1163,17.6472
202.13695,17.6472
202.27615,17.6472
202.29655,17.6472
202.30735,17.6472
202.3174,17.6472
202.3376,17.6472
202.4973,17.6472
202.5137,17.6472
202.5342,17.6472
202.6776,17.6472
202.69435,17.6472
202.71465,17.6472
202.73495,17.6472
202.8743,17.6472
202.8948,17.6472
202.91525,17.6472
202.93575,17.6472
202.94405,17.6472
203.0753,17.6472
203.09555,17.6472
203.11605,17.6472
203.1368,17.6472
203.27585,17.6472
203.30755,17.6472
203.3168,17.6472
203.3332,17.6472
203.4766,17.6472
203.4973,17.6472
203.51785,17.6472
203.53395,17.6472
203.67755,17.6472
203.71425,17.6472
203.8743,17.6472
203.89455,17.6472
203.91505,17.6472
203.9355,17.6472
203.96855,17.6472
204.01745,17.6472
204.07485,17.6472
204.0953,17.6472
204.1158,17.6472
204.1363,17.6472
204.2962,17.6472
204.3077,17.6472
204.31655,17.6472
204.3371,17.6472
204.47635,17.6472
204.49685,17.6472
204.5133,17.6472
204.5378,17.6472
204.67715,17.6472
204.714,17.6472
204.7345,17.6472
204.89435,17.6472
204.9151,17.6472
204.9928,17.6472
205.01725,17.6472
205.0747,17.6472
205.09505,17.6472
205.1156,17.6472
205.1363,17.6472
205.27535,17.6472
205.2961,17.6472
205.30795,17.6472
205.3163,17.6472
205.33685,17.6472
205.47635,17.6472
205.4966,17.6472
205.5171,17.6472
205.5376,17.6472
205.67715,17.6472
205.69735,17.6472
205.71785,17.6472
205.73425,17.6472
205.8777,17.6472
205.8983,17.6472
205.9146,17.6472
205.93505,17.6472
206.017,17.6472
206.01725,17.6472
206.09485,17.6472
206.11535,17.6472
206.13605,17.6472
206.27525,17.6472
206.2956,17.6472
206.3081,17.6472
206.3161,17.6472
206.3366,17.6472
206.4759,17.6472
206.4964,17.6472
206.51685,17.6472
206.53735,17.6472
206.6769,17.6472
206.69715,17.6472
206.71765,17.6472
206.7381,17.6472
206.87745,17.6472
206.89795,17.6472
206.9143,17.6472
206.93495,17.6472
207.01675,17.6472
207.04135,17.6472
207.0744,17.6472
207.0946,17.6472
207.1151,17.6472
207.13555,17.6472
207.2749,17.6472
207.2954,17.6472
207.30835,17.6472
207.31585,17.6472
207.33655,17.6472
207.47565,17.6472
207.49615,17.6472
207.5371,17.6472
207.67645,17.6472
207.6969,17.6472
207.7174,17.6472
207.73375,17.6472
207.87735,17.6472
207.8977,17.6472
207.9143,17.6472
208.0165,17.6472
208.06585,17.6472
208.0739,17.6472
208.09435,17.6472
208.1151,17.6472
208.13535,17.6472
208.27465,17.6472
208.29515,17.6472
208.3085,17.6472
208.3156,17.6472
208.33625,17.6472
208.4754,17.6472
208.4959,17.6472
208.5164,17.6472
208.53725,17.6472
208.6762,17.6472
208.69665,17.6472
208.71715,17.6472
208.73765,17.6472
208.87715,17.6472
208.9182,17.6472
208.93435,17.6472
209.0163,17.6472
209.07775,17.6472
209.09005,17.6472
209.09425,17.6472
209.11465,17.6472
209.1351,17.6472
209.2744,17.6472
209.2949,17.6472
209.30885,17.6472
209.3154,17.6472
209.3359,17.6472
209.4752,17.6472
209.4957,17.6472
209.51615,17.6472
209.53665,17.6472
209.67595,17.6472
209.69645,17.6472
209.71715,17.6472
209.7374,17.6472
209.87675,17.6472
209.89725,17.6472
209.91785,17.6472
209.93435,17.6472
210.01605,17.6472
210.0775,17.6472
210.098,17.6472
210.1144,17.6472
210.11465,17.6472
210.13485,17.6472
210.2742,17.6472
210.2947,17.6472
210.30885,17.6472
210.3154,17.6472
210.3359,17.6472
210.47495,17.6472
210.49545,17.6472
210.51605,17.6472
210.5364,17.6472
210.6757,17.6472
210.69645,17.6472
210.71685,17.6472
210.7372,17.6472
210.8765,17.6472
210.897,17.6472
210.9175,17.6472
210.93795,17.6472
211.0158,17.6472
211.07755,17.6472
211.09775,17.6472
211.11825,17.6472
211.13465,17.6472
211.139,17.6472
211.27805,17.6472
211.29445,17.6472
211.30905,17.6472
211.3149,17.6472
211.3354,17.6472
211.47475,17.6472
211.4952,17.6472
211.5157,17.6472
211.5362,17.6472
211.6755,17.6472
211.6962,17.6472
211.71645,17.6472
211.73695,17.6472
211.8765,17.6472
211.89675,17.6472
211.91725,17.6472
211.93775,17.6472
212.0156,17.6472
212.07705,17.6472
212.09755,17.6472
212.11815,17.6472
212.1344,17.6472
212.1631,17.6472
212.2778,17.6472
212.2942,17.6472
212.30925,17.6472
212.3147,17.6472
212.3352,17.6472
212.47475,17.6472
212.4951,17.6472
212.51545,17.6472
212.53635,17.6472
212.67525,17.6472
212.69575,17.6472
212.71625,17.6472
212.7367,17.6472
212.87605,17.6472
212.8965,17.6472
212.9175,17.6472
212.9375,17.6472
213.0156,17.6472
213.0768,17.6472
213.0973,17.6472
213.1178,17.6472
213.13415,17.6472
213.18745,17.6472
213.2777,17.6472
213.29855,17.6472
213.30945,17.6472
213.31445,17.6472
213.33495,17.6472
213.47425,17.6472
213.49475,17.6472
213.51525,17.6472
213.5357,17.6472
213.67525,17.6472
213.6955,17.6472
213.716,17.6472
213.73645,17.6472
213.8758,17.6472
213.8963,17.6472
213.9168,17.6472
213.93725,17.6472
214.0151,17.6472
214.07675,17.6472
214.0972,17.6472
214.11755,17.6472
214.13805,17.6472
214.2118,17.6472
214.27735,17.6472
214.29785,17.6472
214.30965,17.6472
214.31445,17.6472
214.33495,17.6472
214.4781,17.6472
214.4945,17.6472
214.515,17.6472
214.53545,17.6472
214.6748,17.6472
214.69555,17.6472
214.71575,17.6472
214.7363,17.6472
214.8756,17.6472
214.89605,17.6472
214.91655,17.6472
214.937,17.6472
215.01515,17.6472
215.0766,17.6472
215.09685,17.6472
215.1173,17.6472
215.1378,17.6472
215.23615,17.6472
215.27735,17.6472
215.2976,17.6472
215.3098,17.6472
215.3181,17.6472
215.3345,17.6472
215.4779,17.6472
215.49835,17.6472
215.51475,17.6472
215.53545,17.6472
215.67455,17.6472
215.69505,17.6472
215.7155,17.6472
215.736,17.6472
215.87535,17.6472
215.8958,17.6472
215.91635,17.6472
215.93705,17.6472
216.01465,17.6472
216.07625,17.6472
216.0966,17.6472
216.11705,17.6472
216.1376,17.6472
216.2605,17.6472
216.2769,17.6472
216.29735,17.6472
216.31015,17.6472
216.31785,17.6472
216.33835,17.6472
216.47765,17.6472
216.49835,17.6472
216.5145,17.6472
216.535,17.6472
216.6743,17.6472
216.6948,17.6472
216.7153,17.6472
216.7359,17.6472
216.8751,17.6472
216.8956,17.6472
216.9161,17.6472
216.93655,17.6472
217.0144,17.6472
217.0761,17.6472
217.09635,17.6472
217.11685,17.6472
217.13735,17.6472
217.27665,17.6472
217.28485,17.6472
217.29715,17.6472
217.31015,17.6472
217.31765,17.6472
217.3381,17.6472
217.4774,17.6472
217.4979,17.6472
217.5184,17.6472
217.53475,17.6472
217.6783,17.6472
217.69455,17.6472
217.71505,17.6472
217.7357,17.6472
217.87485,17.6472
217.89535,17.6472
217.91635,17.6472
217.93655,17.6472
218.0183,17.6472
218.07565,17.6472
218.09615,17.6472
218.1166,17.6472
218.1371,17.6472
218.2764,17.6472
218.2969,17.6472
218.3092,17.6472
218.31035,17.6472
218.31765,17.6472
218.338,17.6472
218.4772,17.6472
218.49765,17.6472
218.51815,17.6472
218.53465,17.6472
218.67795,17.6472
218.69885,17.6472
218.71495,17.6472
218.7353,17.6472
218.87465,17.6472
218.8951,17.6472
218.9156,17.6472
218.9361,17.6472
219.01805,17.6472
219.0756,17.6472
219.09595,17.6472
219.1164,17.6472
219.1369,17.6472
219.27635,17.6472
219.29665,17.6472
219.31055,17.6472
219.31715,17.6472
219.3338,17.6472
219.3376,17.6472
219.47695,17.6472
219.4974,17.6472
219.51815,17.6472
219.5384,17.6472
219.6777,17.6472
219.6982,17.6472
219.7148,17.6472
219.73505,17.6472
219.8785,17.6472
219.89515,17.6472
219.9154,17.6472
219.93605,17.6472
220.0178,17.6472
220.07515,17.6472
220.0959,17.6472
220.11615,17.6472
220.13665,17.6472
220.27595,17.6472
220.29645,17.6472
220.3107,17.6472
220.31705,17.6472
220.3374,17.6472
220.3579,17.6472
220.47695,17.6472
220.4972,17.6472
220.5177,17.6472
220.5384,17.6472
220.6776,17.6472
220.69795,17.6472
220.71845,17.6472
220.73505,17.6472
220.87825,17.6472
220.89465,17.6472
220.91515,17.6472
220.93565,17.6472
221.0176,17.6472
221.07495,17.6472
221.09545,17.6472
221.1159,17.6472
221.1364,17.6472
221.2757,17.6472
221.2962,17.6472
221.3109,17.6472
221.3167,17.6472
221.33715,17.6472
221.38265,17.6472
221.4765,17.6472
221.4972,17.6472
221.51745,17.6472
221.5379,17.6472
221.6772,17.6472
221.69795,17.6472
221.7182,17.6472
221.7387,17.6472
221.87805,17.6472
221.8986,17.6472
221.9149,17.6472
221.93565,17.6472
222.01735,17.6472
222.0747,17.6472
222.0952,17.6472
222.11565,17.6472
222.13615,17.6472
222.2757,17.6472
222.2961,17.6472
222.3111,17.6472
222.3167,17.6472
222.3369,17.6472
222.4066,17.6472
222.47625,17.6472
222.49695,17.6472
222.5172,17.6472
222.5377,17.6472
222.677,17.6472
222.69775,17.6472
222.71795,17.6472
222.73845,17.6472
222.8778,17.6472
222.8983,17.6472
222.91875,17.6472
222.93535,17.6472
223.0176,17.6472
223.0788,17.6472
223.09495,17.6472
223.11545,17.6472
223.13595,17.6472
223.2752,17.6472
223.2957,17.6472
223.3113,17.6472
223.3162,17.6472
223.3367,17.6472
223.43115,17.6472
223.47625,17.6472
223.4965,17.6472
223.517,17.6472
223.53745,17.6472
223.67675,17.6472
223.69725,17.6472
223.71775,17.6472
223.73825,17.6472
223.87755,17.6472
223.89835,17.6472
223.91855,17.6472
223.9349,17.6472
224.0169,17.6472
224.0783,17.6472
224.0988,17.6472
224.1152,17.6472
224.13595,17.6472
224.2751,17.6472
224.2955,17.6472
224.3115,17.6472
224.316,17.6472
224.33645,17.6472
224.45525,17.6472
224.47615,17.6472
224.49625,17.6472
224.51675,17.6472
224.5372,17.6472
224.6765,17.6472
224.69705,17.6472
224.7175,17.6472
224.738,17.6472
224.87735,17.6472
224.89785,17.6472
224.9183,17.6472
224.93895,17.6472
225.01665,17.6472
225.07835,17.6472
225.0986,17.6472
225.11495,17.6472
225.1355,17.6472
225.27885,17.6472
225.29525,17.6472
225.3118,17.6472
225.31575,17.6472
225.3362,17.6472
225.47555,17.6472
225.4796,17.6472
225.496,17.6472
225.5165,17.6472
225.537,17.6472
225.6763,17.6472
225.6968,17.6472
225.71725,17.6472
225.738,17.6472
225.87725,17.6472
225.8976,17.6472
225.91805,17.6472
225.9388,17.6472
226.0166,17.6472
226.07785,17.6472
226.09835,17.6472
226.11885,17.6472
226.13525,17.6472
226.27865,17.6472
226.295,17.6472
226.31185,17.6472
226.31555,17.6472
226.336,17.6472
226.4753,17.6472
226.4958,17.6472
226.504,17.6472
226.51625,17.6472
226.5369,17.6472
226.67605,17.6472
226.69665,17.6472
226.71705,17.6472
226.73755,17.6472
226.87685,17.6472
226.8976,17.6472
226.9178,17.6472
226.9383,17.6472
227.01645,17.6472
227.0776,17.6472
227.0981,17.6472
227.1186,17.6472
227.1391,17.6472
227.2784,17.6472
227.29885,17.6472
227.31295,17.6472
227.31525,17.6472
227.336,17.6472
227.4753,17.6472
227.49555,17.6472
227.51605,17.6472
227.52855,17.6472
227.5365,17.6472
227.6758,17.6472
227.69635,17.6472
227.7173,17.6472
227.7373,17.6472
227.87665,17.6472
227.8971,17.6472
227.9176,17.6472
227.9381,17.6472
228.01595,17.6472
228.0774,17.6472
228.0981,17.6472
228.11835,17.6472
228.139,17.6472
228.2783,17.6472
228.29865,17.6472
228.3125,17.6472
228.31915,17.6472
228.3355,17.6472
228.47915,17.6472
228.4953,17.6472
228.5162,17.6472
228.5363,17.6472
228.5527,17.6472
228.6756,17.6472
228.6961,17.6472
228.7166,17.6472
228.73705,17.6472
228.8764,17.6472
228.8969,17.6472
228.91735,17.6472
228.93785,17.6472
229.01595,17.6472
229.07715,17.6472
229.0978,17.6472
229.11815,17.6472
229.1386,17.6472
229.27795,17.6472
229.2984,17.6472
229.3125,17.6472
229.31915,17.6472
229.33525,17.6472
229.4787,17.6472
229.4992,17.6472
229.51555,17.6472
229.53605,17.6472
229.57705,17.6472
229.6755,17.6472
229.6961,17.6472
229.71635,17.6472
229.7368,17.6472
229.8764,17.6472
229.89665,17.6472
229.9171,17.6472
229.93785,17.6472
230.01545,17.6472
230.0769,17.6472
230.0974,17.6472
230.118,17.6472
230.13845,17.6472
230.2777,17.6472
230.29815,17.6472
230.313,17.6472
230.3189,17.6472
230.33915,17.6472
230.47845,17.6472
230.49895,17.6472
230.51535,17.6472
230.5358,17.6472
230.6014,17.6472
230.67925,17.6472
230.69565,17.6472
230.7161,17.6472
230.7366,17.6472
230.8759,17.6472
230.8964,17.6472
230.9169,17.6472
230.9374,17.6472
231.01955,17.6472
231.0767,17.6472
231.0972,17.6472
231.11765,17.6472
231.13815,17.6472
231.27745,17.6472
231.2982,17.6472
231.3128,17.6472
231.31845,17.6472
231.3389,17.6472
231.4782,17.6472
231.4987,17.6472
231.5194,17.6472
231.5356,17.6472
231.62585,17.6472
231.679,17.6472
231.6954,17.6472
231.71625,17.6472
231.73635,17.6472
231.8757,17.6472
231.8962,17.6472
231.91665,17.6472
231.93715,17.6472
232.0191,17.6472
232.07645,17.6472
232.0974,17.6472
232.11745,17.6472
232.1379,17.6472
232.27725,17.6472
232.2977,17.6472
232.31295,17.6472
232.3182,17.6472
232.3387,17.6472
232.4785,17.6472
232.4985,17.6472
232.51895,17.6472
232.53945,17.6472
232.65005,17.6472
232.67875,17.6472
232.69925,17.6472
232.7156,17.6472
232.7361,17.6472
232.87545,17.6472
232.89595,17.6472
232.9164,17.6472
232.9369,17.6472
233.01885,17.6472
233.0762,17.6472
233.0967,17.6472
233.1172,17.6472
233.13765,17.6472
233.27725,17.6472
233.29745,17.6472
233.3132,17.6472
233.31795,17.6472
233.33845,17.6472
233.47775,17.6472
233.49825,17.6472
233.5187,17.6472
233.5392,17.6472
233.67445,17.6472
233.6785,17.6472
233.69915,17.6472
233.71965,17.6472
233.7359,17.6472
233.87935,17.6472
233.8957,17.6472
233.9162,17.6472
233.93695,17.6472
234.0186,17.6472
234.0761,17.6472
234.09645,17.6472
234.11695,17.6472
234.13745,17.6472
234.2769,17.6472
234.29765,17.6472
234.31335,17.6472
234.3178,17.6472
234.33825,17.6472
234.4775,17.6472
234.498,17.6472
234.5185,17.6472
234.539,17.6472
234.6783,17.6472
234.69875,17.6472
234.699,17.6472
234.71925,17.6472
234.7358,17.6472
234.8793,17.6472
234.8996,17.6472
234.91595,17.6472
234.93645,17.6472
235.0188,17.6472
235.07575,17.6472
235.09625,17.6472
235.1167,17.6472
235.1372,17.6472
235.2765,17.6472
235.297,17.6472
235.31355,17.6472
235.3175,17.6472
235.33825,17.6472
235.47725,17.6472
235.4978,17.6472
235.51825,17.6472
235.539,17.6472
235.67815,17.6472
235.69855,17.6472
235.7193,17.6472
235.7231,17.6472
235.7395,17.6472
235.87885,17.6472
235.8995,17.6472
235.91595,17.6472
235.9363,17.6472
236.01815,17.6472
236.0796,17.6472
236.096,17.6472
236.1165,17.6472
236.1372,17.6472
236.2763,17.6472
236.29675,17.6472
236.31375,17.6472
236.31725,17.6472
236.33785,17.6472
236.47705,17.6472
236.49755,17.6472
236.518,17.6472
236.5385,17.6472
236.67785,17.6472
236.6983,17.6472
236.71905,17.6472
236.73925,17.6472
236.7475,17.6472
236.8786,17.6472
236.8991,17.6472
236.9196,17.6472
236.936,17.6472
237.0179,17.6472
237.0794,17.6472
237.09575,17.6472
237.1165,17.6472
237.13675,17.6472
237.27605,17.6472
237.29675,17.6472
237.3139,17.6472
237.31705,17.6472
237.3375,17.6472
237.4768,17.6472
237.49755,17.6472
237.51805,17.6472
237.5383,17.6472
237.6776,17.6472
237.69805,17.6472
237.71855,17.6472
237.73905,17.6472
237.77185,17.6472
237.8786,17.6472
237.89885,17.6472
237.91935,17.6472
237.9402,17.6472
238.0177,17.6472
238.07915,17.6472
238.0996,17.6472
238.116,17.6472
238.1365,17.6472
238.27995,17.6472
238.2963,17.6472
238.3141,17.6472
238.31695,17.6472
238.33725,17.6472
238.47655,17.6472
238.4971,17.6472
238.51755,17.6472
238.53805,17.6472
238.67735,17.6472
238.6978,17.6472
238.71835,17.6472
238.7388,17.6472
238.7962,17.6472
238.87815,17.6472
238.89865,17.6472
238.9193,17.6472
238.9396,17.6472
239.01745,17.6472
239.07895,17.6472
239.0994,17.6472
239.12015,17.6472
239.13625,17.6472
239.27965,17.6472
239.29605,17.6472
239.3143,17.6472
239.31655,17.6472
239.3373,17.6472
239.47635,17.6472
239.49725,17.6472
239.5173,17.6472
239.5378,17.6472
239.6771,17.6472
239.6976,17.6472
239.71835,17.6472
239.73855,17.6472
239.82055,17.6472
239.8779,17.6472
239.8984,17.6472
239.919,17.6472
239.93935,17.6472
240.0172,17.6472
240.0787,17.6472
240.09945,17.6472
240.11965,17.6472
240.13605,17.6472
240.27945,17.6472
240.29995,17.6472
240.3147,17.6472
240.3163,17.6472
240.3368,17.6472
240.4761,17.6472
240.4966,17.6472
240.5171,17.6472
240.5376,17.6472
240.6769,17.6472
240.69735,17.6472
240.71785,17.6472
240.7383,17.6472
240.84505,17.6472
240.87765,17.6472
240.89815,17.6472
240.91865,17.6472
240.93915,17.6472
241.017,17.6472
241.07845,17.6472
241.09915,17.6472
241.1194,17.6472
241.1399,17.6472
241.2792,17.6472
241.2997,17.6472
241.31475,17.6472
241.32015,17.6472
241.3367,17.6472
241.48,17.6472
241.4966,17.6472
241.51685,17.6472
241.53735,17.6472
241.67665,17.6472
241.69715,17.6472
241.7178,17.6472
241.7381,17.6472
241.86925,17.6472
241.8777,17.6472
241.89805,17.6472
241.9188,17.6472
241.9389,17.6472
242.01675,17.6472
242.0782,17.6472
242.0987,17.6472
242.1192,17.6472
242.13965,17.6472
242.27895,17.6472
242.29945,17.6472
242.31505,17.6472
242.31995,17.6472
242.33635,17.6472
242.47975,17.6472
242.4964,17.6472
242.5166,17.6472
242.5371,17.6472
242.6764,17.6472
242.6969,17.6472
242.7174,17.6472
242.73785,17.6472
242.8772,17.6472
242.89385,17.6472
242.8977,17.6472
242.9182,17.6472
242.93865,17.6472
243.0165,17.6472
243.07825,17.6472
243.09845,17.6472
243.11895,17.6472
243.13945,17.6472
243.27875,17.6472
243.29925,17.6472
243.3153,17.6472
243.3197,17.6472
243.34045,17.6472
243.4795,17.6472
243.50015,17.6472
243.5164,17.6472
243.53685,17.6472
243.6803,17.6472
243.69665,17.6472
243.71715,17.6472
243.73815,17.6472
243.8771,17.6472
243.89745,17.6472
243.918,17.6472
243.9182,17.6472
243.9384,17.6472
244.01625,17.6472
244.07775,17.6472
244.09825,17.6472
244.11885,17.6472
244.1392,17.6472
244.2785,17.6472
244.299,17.6472
244.3152,17.6472
244.31945,17.6472
244.33995,17.6472
244.47925,17.6472
244.49975,17.6472
244.5204,17.6472
244.53675,17.6472
244.6803,17.6472
244.6966,17.6472
244.7169,17.6472
244.73765,17.6472
244.87675,17.6472
244.89725,17.6472
244.91775,17.6472
244.9382,17.6472
244.94295,17.6472
245.02015,17.6472
245.0775,17.6472
